% ITASE_2000_4					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_4, Location 120.0764 W, 78.0829 S, elevation 1697 m					
% Core depth = 58 m.  Analyzed to 20 m.					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	dD (per mil)	d18O (per mil)
29.61648571	29.645	1911.8889	1911.7778	999999	-31.745674
29.645	29.67530303	1911.7778	1911.6667	999999	999999
29.67530303	29.70560606	1911.6667	1911.5556	999999	-31.807411
29.70560606	29.73590909	1911.5556	1911.4444	999999	-31.971086
29.73590909	29.76621212	1911.4444	1911.3333	999999	-32.027216
29.76621212	29.79651515	1911.3333	1911.2222	999999	-32.0804
29.79651515	29.82681818	1911.2222	1911.1111	999999	-32.185336
29.82681818	29.85712121	1911.1111	1911	999999	-32.421672
29.85712121	29.88742424	1911	1910.875	999999	-32.725195
29.88742424	29.91772727	1910.875	1910.75	999999	-33.616808
29.91772727	29.9480303	1910.75	1910.625	999999	-34.796236
29.9480303	29.97833333	1910.625	1910.5	999999	-35.103308
29.97833333	30.00863636	1910.5	1910.375	999999	-35.311471
30.00863636	30.03893939	1910.375	1910.25	999999	-35.391939
30.03893939	30.06924242	1910.25	1910.125	999999	-35.317843
30.06924242	30.09954545	1910.125	1910	999999	-35.077182
30.09954545	30.12984848	1910	1909.8333	999999	-34.992354
30.12984848	30.16015152	1909.8333	1909.6667	999999	-34.863239
30.16015152	30.19045455	1909.6667	1909.5	999999	-34.856846
30.19045455	30.22075758	1909.5	1909.3333	999999	-34.860875
30.22075758	30.25106061	1909.3333	1909.1667	999999	-34.959787
30.25106061	30.28136364	1909.1667	1909	999999	-35.083517
30.28136364	30.31166667	1909	1908.8889	999999	-35.281013
30.31166667	30.3419697	1908.8889	1908.7778	999999	-35.440939
30.3419697	30.37227273	1908.7778	1908.6667	999999	-35.595928
30.37227273	30.40257576	1908.6667	1908.5556	999999	-35.658832
30.40257576	30.43287879	1908.5556	1908.4444	999999	-35.627214
30.43287879	30.46318182	1908.4444	1908.3333	999999	-35.515801
30.46318182	30.49348485	1908.3333	1908.2222	999999	-35.422809
30.49348485	30.52378788	1908.2222	1908.1111	999999	-35.289041
30.52378788	30.55409091	1908.1111	1908	999999	-34.91808
30.55409091	30.58439394	1908	1907.875	999999	-34.839709
30.58439394	30.61469697	1907.875	1907.75	999999	-34.751886
30.61469697	30.645	1907.75	1907.625	999999	-34.665555
30.645	30.66817073	1907.625	1907.5	999999	-33.858067
30.66817073	30.69134146	1907.5	1907.375	999999	-34.28458
30.69134146	30.7145122	1907.375	1907.25	999999	-34.160288
30.7145122	30.73768293	1907.25	1907.125	999999	-34.06945
30.73768293	30.76085366	1907.125	1907	999999	-33.922813
30.76085366	30.78402439	1907	1906.9	999999	-33.812509
30.78402439	30.80719512	1906.9	1906.8	999999	-33.749095
30.80719512	30.83036585	1906.8	1906.7	999999	-33.825663
30.83036585	30.85353659	1906.7	1906.6	999999	-33.951039
30.85353659	30.87670732	1906.6	1906.5	999999	-34.096431
30.87670732	30.89987805	1906.5	1906.4	999999	-34.175467
30.89987805	30.92304878	1906.4	1906.3	999999	-34.251417
30.92304878	30.94621951	1906.3	1906.2	999999	-34.312778
30.94621951	30.96939024	1906.2	1906.1	999999	-34.28955
30.96939024	30.99256098	1906.1	1906	999999	-34.2825
30.99256098	31.01573171	1906	1905.9231	999999	-34.302185
31.01573171	31.03890244	1905.9231	1905.8462	999999	-34.312137
31.03890244	31.06207317	1905.8462	1905.7692	999999	-34.297001
31.06207317	31.0852439	1905.7692	1905.6923	999999	-34.311479
31.0852439	31.10841463	1905.6923	1905.6154	999999	-34.350772
31.10841463	31.13158537	1905.6154	1905.5385	999999	-34.210467
31.13158537	31.1547561	1905.5385	1905.4615	999999	-34.243267
31.1547561	31.17792683	1905.4615	1905.3846	999999	-34.20236
31.17792683	31.20109756	1905.3846	1905.3077	999999	-34.075906
31.20109756	31.22426829	1905.3077	1905.2308	999999	-34.033768
31.22426829	31.24743902	1905.2308	1905.1538	999999	-34.073057
31.24743902	31.27060976	1905.1538	1905.0769	999999	-34.072862
31.27060976	31.29378049	1905.0769	1905	999999	-34.125314
31.29378049	31.31695122	1905	1904.9231	999999	-34.245766
31.31695122	31.34012195	1904.9231	1904.8462	999999	-34.407349
31.34012195	31.36329268	1904.8462	1904.7692	999999	-34.526511
31.36329268	31.38646341	1904.7692	1904.6923	999999	-34.704126
31.38646341	31.40963415	1904.6923	1904.6154	999999	-34.891202
31.40963415	31.43280488	1904.6154	1904.5385	999999	-34.969785
31.43280488	31.45597561	1904.5385	1904.4615	999999	-34.88355
31.45597561	31.47914634	1904.4615	1904.3846	999999	-34.70393
31.47914634	31.50231707	1904.3846	1904.3077	999999	-34.445605
31.50231707	31.5254878	1904.3077	1904.2308	999999	-34.231436
31.5254878	31.54865854	1904.2308	1904.1538	999999	-33.779232
31.54865854	31.57182927	1904.1538	1904.0769	999999	-33.570271
31.57182927	31.595	1904.0769	1904	999999	-33.08792
31.595	31.62051282	1904	1903.9114	999999	-32.540709
31.62051282	31.64602564	1903.9114	1903.8228	999999	-32.349593
31.64602564	31.67153846	1903.8228	1903.7343	999999	-32.551036
31.67153846	31.69705128	1903.7343	1903.6457	999999	-32.769079
31.69705128	31.7225641	1903.6457	1903.5571	999999	-33.172071
31.7225641	31.74807692	1903.5571	1903.4685	999999	-33.566822
31.74807692	31.77358974	1903.4685	1903.38	999999	-33.624286
31.77358974	31.79910256	1903.38	1903.2914	999999	-33.686549
31.79910256	31.82461538	1903.2914	1903.2028	999999	-33.562618
31.82461538	31.85012821	1903.2028	1903.1142	999999	-33.522187
31.85012821	31.87564103	1903.1142	1903.0256	999999	-33.443769
31.87564103	31.90115385	1903.0256	1902.9423	999999	-33.513709
31.90115385	31.92666667	1902.9423	1902.8611	999999	-33.600924
31.92666667	31.95217949	1902.8611	1902.7799	999999	-33.752874
31.95217949	31.97769231	1902.7799	1902.6987	999999	-33.869837
31.97769231	32.00320513	1902.6987	1902.6175	999999	-34.174903
32.00320513	32.02871795	1902.6175	1902.5363	999999	-34.326411
32.02871795	32.05423077	1902.5363	1902.4551	999999	-34.0854
32.05423077	32.07974359	1902.4551	1902.3739	999999	-33.78585
32.07974359	32.10525641	1902.3739	1902.2927	999999	-34.068836
32.10525641	32.13076923	1902.2927	1902.2115	999999	-33.990017
32.13076923	32.15628205	1902.2115	1902.1303	999999	-33.685675
32.15628205	32.18179487	1902.1303	1902.0491	999999	-33.422602
32.18179487	32.20730769	1902.0491	1901.9704	999999	-33.170928
32.20730769	32.23282051	1901.9704	1901.8955	999999	-32.972563
32.23282051	32.25833333	1901.8955	1901.8205	999999	-32.402968
32.25833333	32.28384615	1901.8205	1901.7456	999999	-32.782873
32.28384615	32.30935897	1901.7456	1901.6706	999999	-32.748209
32.30935897	32.33487179	1901.6706	1901.5957	999999	-32.726981
32.33487179	32.36038462	1901.5957	1901.5207	999999	-32.664488
32.36038462	32.38589744	1901.5207	1901.4458	999999	-32.772809
32.38589744	32.41141026	1901.4458	1901.3708	999999	-32.831229
32.41141026	32.43692308	1901.3708	1901.2959	999999	-32.619037
32.43692308	32.4624359	1901.2959	1901.2209	999999	-32.618805
32.4624359	32.48794872	1901.2209	1901.146	999999	-33.155103
32.48794872	32.51346154	1901.146	1901.071	999999	-33.386246
32.51346154	32.53897436	1901.071	1900.9949	999999	-33.60587
32.53897436	32.56448718	1900.9949	1900.8974	999999	-33.963671
32.56448718	32.59	1900.8974	1900.8	999999	-34.331064
32.59	32.61728947	1900.8	1900.7	999999	-35.06021
32.61728947	32.64457895	1900.7	1900.6	999999	-35.384412
32.64457895	32.67186842	1900.6	1900.5	999999	-35.413066
32.67186842	32.69915789	1900.5	1900.4	999999	-35.419651
32.69915789	32.72644737	1900.4	1900.3	999999	-35.164279
32.72644737	32.75373684	1900.3	1900.2	999999	-34.885882
32.75373684	32.78102632	1900.2	1900.1	999999	-34.54032
32.78102632	32.80831579	1900.1	1900	999999	-33.937575
32.80831579	32.83560526	1900	1899.9231	999999	-33.748458
32.83560526	32.86289474	1899.9231	1899.8462	999999	-33.46313
32.86289474	32.89018421	1899.8462	1899.7692	999999	-33.365712
32.89018421	32.91747368	1899.7692	1899.6923	999999	-33.180721
32.91747368	32.94476316	1899.6923	1899.6154	999999	-32.892802
32.94476316	32.97205263	1899.6154	1899.5385	999999	-32.815824
32.97205263	32.99934211	1899.5385	1899.4615	999999	-32.391161
32.99934211	33.02663158	1899.4615	1899.3846	999999	-32.181276
33.02663158	33.05392105	1899.3846	1899.3077	999999	-31.69762
33.05392105	33.08121053	1899.3077	1899.2308	999999	-31.316081
33.08121053	33.1085	1899.2308	1899.1538	999999	-31.373079
33.1085	33.13578947	1899.1538	1899.0769	999999	-31.28876
33.13578947	33.16307895	1899.0769	1899	999999	-31.168235
33.16307895	33.19036842	1899	1898.8571	999999	-31.208247
33.19036842	33.21765789	1898.8571	1898.7143	999999	-31.508127
33.21765789	33.24494737	1898.7143	1898.5714	999999	-31.693563
33.24494737	33.27223684	1898.5714	1898.4286	999999	-31.810625
33.27223684	33.29952632	1898.4286	1898.2857	999999	-31.822845
33.29952632	33.32681579	1898.2857	1898.1429	999999	-31.841555
33.32681579	33.35410526	1898.1429	1898	999999	-32.029927
33.35410526	33.38139474	1898	1897.9231	999999	-32.255251
33.38139474	33.40868421	1897.9231	1897.8462	999999	-32.411245
33.40868421	33.43597368	1897.8462	1897.7692	999999	-32.366428
33.43597368	33.46326316	1897.7692	1897.6923	999999	-32.739819
33.46326316	33.49055263	1897.6923	1897.6154	999999	-33.108181
33.49055263	33.51784211	1897.6154	1897.5385	999999	-33.425447
33.51784211	33.54513158	1897.5385	1897.4615	999999	-33.054373
33.54513158	33.57242105	1897.4615	1897.3846	999999	-33.605348
33.57242105	33.59971053	1897.3846	1897.3077	999999	-33.68392
33.59971053	33.627	1897.3077	1897.2308	999999	-33.68379
33.627	33.65002326	1897.2308	1897.1538	999999	-33.469946
33.65002326	33.67304651	1897.1538	1897.0769	999999	-33.782745
33.67304651	33.69606977	1897.0769	1897	999999	-34.14522
33.69606977	33.71909302	1897	1896.9	999999	-34.345278
33.71909302	33.74211628	1896.9	1896.8	999999	-34.637237
33.74211628	33.76513953	1896.8	1896.7	999999	-34.900118
33.76513953	33.78816279	1896.7	1896.6	999999	-35.201234
33.78816279	33.81118605	1896.6	1896.5	999999	-35.23245
33.81118605	33.8342093	1896.5	1896.4	999999	-34.836378
33.8342093	33.85723256	1896.4	1896.3	999999	-34.933181
33.85723256	33.88025581	1896.3	1896.2	999999	-34.867518
33.88025581	33.90327907	1896.2	1896.1	999999	-34.751723
33.90327907	33.92630233	1896.1	1896	999999	-34.695201
33.92630233	33.94932558	1896	1895.9	999999	-34.716186
33.94932558	33.97234884	1895.9	1895.8	999999	-34.735125
33.97234884	33.99537209	1895.8	1895.7	999999	-34.709606
33.99537209	34.01839535	1895.7	1895.6	999999	-34.828772
34.01839535	34.0414186	1895.6	1895.5	999999	-34.933166
34.0414186	34.06444186	1895.5	1895.4	999999	-35.123838
34.06444186	34.08746512	1895.4	1895.3	999999	-35.071297
34.08746512	34.11048837	1895.3	1895.2	999999	-35.135778
34.11048837	34.13351163	1895.2	1895.1	999999	-35.277768
34.13351163	34.15653488	1895.1	1895	999999	-35.336892
34.15653488	34.17955814	1895	1894.9091	999999	-35.435747
34.17955814	34.2025814	1894.9091	1894.8182	999999	-35.598182
34.2025814	34.22560465	1894.8182	1894.7273	999999	-35.785509
34.22560465	34.24862791	1894.7273	1894.6364	999999	-35.942059
34.24862791	34.27165116	1894.6364	1894.5455	999999	-36.087987
34.27165116	34.29467442	1894.5455	1894.4545	999999	-36.206978
34.29467442	34.31769767	1894.4545	1894.3636	999999	-36.238566
34.31769767	34.34072093	1894.3636	1894.2727	999999	-36.135459
34.34072093	34.36374419	1894.2727	1894.1818	999999	-36.225473
34.36374419	34.38676744	1894.1818	1894.0909	999999	-36.081406
34.38676744	34.4097907	1894.0909	1894	999999	-35.996546
34.4097907	34.43281395	1894	1893.9286	999999	-35.872035
34.43281395	34.45583721	1893.9286	1893.8571	999999	-35.902228
34.45583721	34.47886047	1893.8571	1893.7857	999999	-35.880532
34.47886047	34.50188372	1893.7857	1893.7143	999999	-35.657224
34.50188372	34.52490698	1893.7143	1893.6429	999999	-35.401225
34.52490698	34.54793023	1893.6429	1893.5714	999999	-35.554978
34.54793023	34.57095349	1893.5714	1893.5	999999	-35.217278
34.57095349	34.59397674	1893.5	1893.4286	999999	-35.24326
34.59397674	34.617	1893.4286	1893.3571	999999	-35.099052
34.617	34.64016279	1893.3571	1893.2857	999999	-33.399247
34.64016279	34.66332558	1893.2857	1893.2143	999999	-34.621778
34.66332558	34.68648837	1893.2143	1893.1429	999999	-34.522691
34.68648837	34.70965116	1893.1429	1893.0714	999999	-34.584776
34.70965116	34.73281395	1893.0714	1893	999999	-34.510517
34.73281395	34.75597674	1893	1892.9286	999999	-34.542726
34.75597674	34.77913953	1892.9286	1892.8571	999999	-34.69179
34.77913953	34.80230233	1892.8571	1892.7857	999999	-34.917742
34.80230233	34.82546512	1892.7857	1892.7143	999999	-34.984317
34.82546512	34.84862791	1892.7143	1892.6429	999999	-34.882151
34.84862791	34.8717907	1892.6429	1892.5714	999999	-34.777711
34.8717907	34.89495349	1892.5714	1892.5	999999	-34.490865
34.89495349	34.91811628	1892.5	1892.4286	999999	-33.964031
34.91811628	34.94127907	1892.4286	1892.3571	999999	-33.32773
34.94127907	34.96444186	1892.3571	1892.2857	999999	-33.147229
34.96444186	34.98760465	1892.2857	1892.2143	999999	-32.965706
34.98760465	35.01076744	1892.2143	1892.1429	999999	-33.067233
35.01076744	35.03393023	1892.1429	1892.0714	999999	-33.080289
35.03393023	35.05709302	1892.0714	1892	999999	-33.213365
35.05709302	35.08025581	1892	1891.8889	999999	-33.469732
35.08025581	35.1034186	1891.8889	1891.7778	999999	-33.745614
35.1034186	35.1265814	1891.7778	1891.6667	999999	-34.050224
35.1265814	35.14974419	1891.6667	1891.5556	999999	-34.175309
35.14974419	35.17290698	1891.5556	1891.4444	999999	-34.33392
35.17290698	35.19606977	1891.4444	1891.3333	999999	-33.873471
35.19606977	35.21923256	1891.3333	1891.2222	999999	-34.252685
35.21923256	35.24239535	1891.2222	1891.1111	999999	-34.357367
35.24239535	35.26555814	1891.1111	1891	999999	-34.346824
35.26555814	35.28872093	1891	1890.9167	999999	-34.288172
35.28872093	35.31188372	1890.9167	1890.8333	999999	-34.149871
35.31188372	35.33504651	1890.8333	1890.75	999999	-34.1239
35.33504651	35.3582093	1890.75	1890.6667	999999	-34.041078
35.3582093	35.38137209	1890.6667	1890.5833	999999	-33.886883
35.38137209	35.40453488	1890.5833	1890.5	999999	-33.862283
35.40453488	35.42769767	1890.5	1890.4167	999999	-33.851007
35.42769767	35.45086047	1890.4167	1890.3333	999999	-33.763792
35.45086047	35.47402326	1890.3333	1890.25	999999	-33.766345
35.47402326	35.49718605	1890.25	1890.1667	999999	-33.554138
35.49718605	35.52034884	1890.1667	1890.0833	999999	-33.885063
35.52034884	35.54351163	1890.0833	1890	999999	-33.842512
35.54351163	35.56667442	1890	1889.8889	999999	-34.285501
35.56667442	35.58983721	1889.8889	1889.7778	999999	-34.4222
35.58983721	35.613	1889.7778	1889.6667	999999	-34.544852
35.613	35.63584091	1889.6667	1889.5556	999999	-34.270142
35.63584091	35.65868182	1889.5556	1889.4444	999999	-34.139568
35.65868182	35.68152273	1889.4444	1889.3333	999999	-34.38127
35.68152273	35.70436364	1889.3333	1889.2222	999999	-34.219756
35.70436364	35.72720455	1889.2222	1889.1111	999999	-34.085963
35.72720455	35.75004545	1889.1111	1889	999999	-33.911747
35.75004545	35.77288636	1889	1888.9091	999999	-33.763332
35.77288636	35.79572727	1888.9091	1888.8182	999999	-33.495794
35.79572727	35.81856818	1888.8182	1888.7273	999999	-33.453685
35.81856818	35.84140909	1888.7273	1888.6364	999999	-33.318259
35.84140909	35.86425	1888.6364	1888.5455	999999	-33.143365
35.86425	35.88709091	1888.5455	1888.4545	999999	-33.052992
35.88709091	35.90993182	1888.4545	1888.3636	999999	-32.857709
35.90993182	35.93277273	1888.3636	1888.2727	999999	-32.60089
35.93277273	35.95561364	1888.2727	1888.1818	999999	-32.248138
35.95561364	35.97845455	1888.1818	1888.0909	999999	-31.921169
35.97845455	36.00129545	1888.0909	1888	999999	999999
36.00129545	36.02413636	1888	1887.9231	999999	-31.467116
36.02413636	36.04697727	1887.9231	1887.8462	999999	-31.372991
36.04697727	36.06981818	1887.8462	1887.7692	999999	-31.334653
36.06981818	36.09265909	1887.7692	1887.6923	999999	-31.368351
36.09265909	36.1155	1887.6923	1887.6154	999999	-31.469637
36.1155	36.13834091	1887.6154	1887.5385	999999	-31.631169
36.13834091	36.16118182	1887.5385	1887.4615	999999	-31.792585
36.16118182	36.18402273	1887.4615	1887.3846	999999	-32.07961
36.18402273	36.20686364	1887.3846	1887.3077	999999	-32.356923
36.20686364	36.22970455	1887.3077	1887.2308	999999	-32.541988
36.22970455	36.25254545	1887.2308	1887.1538	999999	-32.681834
36.25254545	36.27538636	1887.1538	1887.0769	999999	-32.910817
36.27538636	36.29822727	1887.0769	1887	999999	-33.232779
36.29822727	36.32106818	1887	1886.9091	999999	-33.685376
36.32106818	36.34390909	1886.9091	1886.8182	999999	-34.02523
36.34390909	36.36675	1886.8182	1886.7273	999999	-34.353453
36.36675	36.38959091	1886.7273	1886.6364	999999	-34.637403
36.38959091	36.41243182	1886.6364	1886.5455	999999	-34.934699
36.41243182	36.43527273	1886.5455	1886.4545	999999	-35.203079
36.43527273	36.45811364	1886.4545	1886.3636	999999	-35.441558
36.45811364	36.48095455	1886.3636	1886.2727	999999	-35.553269
36.48095455	36.50379545	1886.2727	1886.1818	999999	-35.510354
36.50379545	36.52663636	1886.1818	1886.0909	999999	-35.634315
36.52663636	36.54947727	1886.0909	1886	999999	-35.695641
36.54947727	36.57231818	1886	1885.875	999999	-35.660046
36.57231818	36.59515909	1885.875	1885.75	999999	-35.603224
36.59515909	36.618	1885.75	1885.625	999999	-35.39932
36.618	36.64381081	1885.625	1885.5	999999	-35.012035
36.64381081	36.66962162	1885.5	1885.375	999999	-34.896365
36.66962162	36.69543243	1885.375	1885.25	999999	-34.544593
36.69543243	36.72124324	1885.25	1885.125	999999	-34.37144
36.72124324	36.74705405	1885.125	1885	999999	-34.176112
36.74705405	36.77286486	1885	1884.9091	999999	-34.073881
36.77286486	36.79867568	1884.9091	1884.8182	999999	-34.050351
36.79867568	36.82448649	1884.8182	1884.7273	999999	-34.194779
36.82448649	36.8502973	1884.7273	1884.6364	999999	-34.380578
36.8502973	36.87610811	1884.6364	1884.5455	999999	-34.510011
36.87610811	36.90191892	1884.5455	1884.4545	999999	-34.470165
36.90191892	36.92772973	1884.4545	1884.3636	999999	-34.391928
36.92772973	36.95354054	1884.3636	1884.2727	999999	-34.213878
36.95354054	36.97935135	1884.2727	1884.1818	999999	-33.94945
36.97935135	37.00516216	1884.1818	1884.0909	999999	-33.449885
37.00516216	37.03097297	1884.0909	1884	999999	-32.985832
37.03097297	37.05678378	1884	1883.8571	999999	-32.656145
37.05678378	37.08259459	1883.8571	1883.7143	999999	-32.496334
37.08259459	37.10840541	1883.7143	1883.5714	999999	-32.381631
37.10840541	37.13421622	1883.5714	1883.4286	999999	-32.343112
37.13421622	37.16002703	1883.4286	1883.2857	999999	-32.332164
37.16002703	37.18583784	1883.2857	1883.1429	999999	-32.36516
37.18583784	37.21164865	1883.1429	1883	999999	-32.356989
37.21164865	37.23745946	1883	1882.9231	999999	-32.320985
37.23745946	37.26327027	1882.9231	1882.8462	999999	-32.361761
37.26327027	37.28908108	1882.8462	1882.7692	999999	-32.449563
37.28908108	37.31489189	1882.7692	1882.6923	999999	-32.522009
37.31489189	37.3407027	1882.6923	1882.6154	999999	-32.57526
37.3407027	37.36651351	1882.6154	1882.5385	999999	-32.73888
37.36651351	37.39232432	1882.5385	1882.4615	999999	-32.847302
37.39232432	37.41813514	1882.4615	1882.3846	999999	-32.869943
37.41813514	37.44394595	1882.3846	1882.3077	999999	-32.964461
37.44394595	37.46975676	1882.3077	1882.2308	999999	-33.103127
37.46975676	37.49556757	1882.2308	1882.1538	999999	-33.198503
37.49556757	37.52137838	1882.1538	1882.0769	999999	-33.245994
37.52137838	37.54718919	1882.0769	1882	999999	-33.361727
37.54718919	37.573	1882	1881.9231	999999	-33.361131
37.573	37.60016216	1881.9231	1881.8462	999999	-33.484643
37.60016216	37.62732432	1881.8462	1881.7692	999999	-33.723116
37.62732432	37.65448649	1881.7692	1881.6923	999999	-33.751775
37.65448649	37.68164865	1881.6923	1881.6154	999999	-33.649551
37.68164865	37.70881081	1881.6154	1881.5385	999999	-33.206732
37.70881081	37.73597297	1881.5385	1881.4615	999999	-32.860744
37.73597297	37.76313514	1881.4615	1881.3846	999999	-32.595372
37.76313514	37.7902973	1881.3846	1881.3077	999999	-32.126543
37.7902973	37.81745946	1881.3077	1881.2308	999999	-31.962901
37.81745946	37.84462162	1881.2308	1881.1538	999999	-31.687935
37.84462162	37.87178378	1881.1538	1881.0769	999999	-31.729669
37.87178378	37.89894595	1881.0769	1881	999999	-31.895204
37.89894595	37.92610811	1881	1880.8889	999999	-32.391834
37.92610811	37.95327027	1880.8889	1880.7778	999999	-33.517062
37.95327027	37.98043243	1880.7778	1880.6667	999999	-34.714264
37.98043243	38.00759459	1880.6667	1880.5556	999999	-34.935443
38.00759459	38.03475676	1880.5556	1880.4444	999999	-35.239535
38.03475676	38.06191892	1880.4444	1880.3333	999999	-35.41286
38.06191892	38.08908108	1880.3333	1880.2222	999999	-35.483258
38.08908108	38.11624324	1880.2222	1880.1111	999999	-35.480489
38.11624324	38.14340541	1880.1111	1880	999999	-35.345042
38.14340541	38.17056757	1880	1879.9	999999	-35.157549
38.17056757	38.19772973	1879.9	1879.8	999999	-34.899203
38.19772973	38.22489189	1879.8	1879.7	999999	-34.523727
38.22489189	38.25205405	1879.7	1879.6	999999	-34.214656
38.25205405	38.27921622	1879.6	1879.5	999999	-34.068553
38.27921622	38.30637838	1879.5	1879.4	999999	-33.768454
38.30637838	38.33354054	1879.4	1879.3	999999	-33.541087
38.33354054	38.3607027	1879.3	1879.2	999999	-33.504503
38.3607027	38.38786486	1879.2	1879.1	999999	-33.495535
38.38786486	38.41502703	1879.1	1879	999999	-33.633197
38.41502703	38.44218919	1879	1878.8571	999999	-33.631472
38.44218919	38.46935135	1878.8571	1878.7143	999999	-33.702472
38.46935135	38.49651351	1878.7143	1878.5714	999999	-33.571704
38.49651351	38.52367568	1878.5714	1878.4286	999999	-33.246261
38.52367568	38.55083784	1878.4286	1878.2857	999999	-32.835816
38.55083784	38.578	1878.2857	1878.1429	999999	-31.957493
38.578	38.60678788	1878.1429	1878	999999	-31.389915
38.60678788	38.63557576	1878	1877.8571	999999	-30.612902
38.63557576	38.66436364	1877.8571	1877.7143	999999	-30.14375
38.66436364	38.69315152	1877.7143	1877.5714	999999	-30.313559
38.69315152	38.72193939	1877.5714	1877.4286	999999	-30.708683
38.72193939	38.75072727	1877.4286	1877.2857	999999	-31.015521
38.75072727	38.77951515	1877.2857	1877.1429	999999	-31.349726
38.77951515	38.80830303	1877.1429	1877	999999	-31.706743
38.80830303	38.83709091	1877	1876.9167	999999	-32.094779
38.83709091	38.86587879	1876.9167	1876.8333	999999	-32.502003
38.86587879	38.89466667	1876.8333	1876.75	999999	-32.721866
38.89466667	38.92345455	1876.75	1876.6667	999999	-32.90792
38.92345455	38.95224242	1876.6667	1876.5833	999999	-33.047691
38.95224242	38.9810303	1876.5833	1876.5	999999	-32.999144
38.9810303	39.00981818	1876.5	1876.4167	999999	-32.925427
39.00981818	39.03860606	1876.4167	1876.3333	999999	-32.789054
39.03860606	39.06739394	1876.3333	1876.25	999999	-32.575762
39.06739394	39.09618182	1876.25	1876.1667	999999	-32.43327
39.09618182	39.1249697	1876.1667	1876.0833	999999	-32.193699
39.1249697	39.15375758	1876.0833	1876	999999	-32.043836
39.15375758	39.18254545	1876	1875.9231	999999	-31.967617
39.18254545	39.21133333	1875.9231	1875.8462	999999	-32.054296
39.21133333	39.24012121	1875.8462	1875.7692	999999	-32.383595
39.24012121	39.26890909	1875.7692	1875.6923	999999	-32.805768
39.26890909	39.29769697	1875.6923	1875.6154	999999	-33.195095
39.29769697	39.32648485	1875.6154	1875.5385	999999	-33.555414
39.32648485	39.35527273	1875.5385	1875.4615	999999	-33.824345
39.35527273	39.38406061	1875.4615	1875.3846	999999	-34.067963
39.38406061	39.41284848	1875.3846	1875.3077	999999	-34.329889
39.41284848	39.44163636	1875.3077	1875.2308	999999	-34.432143
39.44163636	39.47042424	1875.2308	1875.1538	999999	-34.597521
39.47042424	39.49921212	1875.1538	1875.0769	999999	-34.446984
39.49921212	39.528	1875.0769	1875	999999	-34.546682
39.528	39.54585714	1875	1874.9	999999	-34.134558
39.54585714	39.56371429	1874.9	1874.8	999999	-34.862694
39.56371429	39.58157143	1874.8	1874.7	999999	-35.245076
39.58157143	39.59942857	1874.7	1874.6	999999	-35.262515
39.59942857	39.61728571	1874.6	1874.5	999999	-35.147806
39.61728571	39.63514286	1874.5	1874.4	999999	-35.012302
39.63514286	39.653	1874.4	1874.3	999999	-34.800295
39.653	39.67085714	1874.3	1874.2	999999	-32.881908
39.67085714	39.68871429	1874.2	1874.1	999999	-34.292047
39.68871429	39.70657143	1874.1	1874	999999	-34.206608
39.70657143	39.72442857	1874	1873.9412	999999	-34.377295
39.72442857	39.74228571	1873.9412	1873.8824	999999	-34.162905
39.74228571	39.76014286	1873.8824	1873.8235	999999	-34.28431
39.76014286	39.778	1873.8235	1873.7647	999999	-34.227973
39.778	39.79585714	1873.7647	1873.7059	999999	-34.064929
39.79585714	39.81371429	1873.7059	1873.6471	999999	-34.092734
39.81371429	39.83157143	1873.6471	1873.5882	999999	-34.077181
39.83157143	39.84942857	1873.5882	1873.5294	999999	-33.939564
39.84942857	39.86728571	1873.5294	1873.4706	999999	-33.824422
39.86728571	39.88514286	1873.4706	1873.4118	999999	-33.73594
39.88514286	39.903	1873.4118	1873.3529	999999	-33.535546
39.903	39.92085714	1873.3529	1873.2941	999999	-33.376946
39.92085714	39.93871429	1873.2941	1873.2353	999999	-33.134678
39.93871429	39.95657143	1873.2353	1873.1765	999999	-32.846907
39.95657143	39.97442857	1873.1765	1873.1176	999999	-32.541937
39.97442857	39.99228571	1873.1176	1873.0588	999999	-32.249283
39.99228571	40.01014286	1873.0588	1873	999999	-32.169546
40.01014286	40.028	1873	1872.9333	999999	-31.970628
40.028	40.04585714	1872.9333	1872.8667	999999	-31.897836
40.04585714	40.06371429	1872.8667	1872.8	999999	-31.730089
40.06371429	40.08157143	1872.8	1872.7333	999999	-31.738783
