% ITASE_2000_5					
% Water isotope data from the University of Washington					
% Eric J. Steig and David P. Schneider					
%					
% Citation:					
% Steig EJ, Ding Q, White JCW, Kuettel M, Rupper SB, Neumann TA, Neff PD,					
% Gallant AJE, Mayewski PA, Taylor KC, Hoffmann G, Dixon DA, Schoenemann S, Markle BM, 					
% Schneider DP, Fudge TJ, Schauer AJ, Teel RP, Vaughn B, Burgener L, Williams J,					
% Korotkikh E. Recent climate and ice-sheet changes in West Antarctica compared					
% with the past 2000 years. Nature Geoscience 6: 372-375, doi: 10.1038/NGEO1778 (2013).					
%					
% Depths are given in meters. Age in calendar years.					
% Ages refer to nominal Jan 1st (that is, 2000.0 means midnight of Dec 31, 1999)					
%					
% Isotope ratios are normalized on the V-SMOW / SLAP scale.					
% Precision is <0.1 per mil and <1 per mil for d18O and delD, respectively.  Analysis via CO2 equilibration (d18O), reduction on Cr (dD) or laser spectroscopy (dD).					
%					
% Core ITASE_2000_5, Location 123.995 W, 77.683 S, 1828 m					
%					
% Core depth = 60 m.  Analyzed to 60 m.					
%					
% '999999' = no data					
%					
% Depth_top	Depth_bottom	Age_top	Age_bottom	d18O (per mil)	dD (per mil)
43.842	43.882	1811.9657	1811.76	-33.53	-264.74
43.882	43.921	1811.76	1811.5543	-33.6	-263.98
43.921	43.961	1811.5543	1811.3486	-33.85	-265.77
43.961	44.001	1811.3486	1811.1429	-33.71	-266.02
44.001	44.042	1811.1429	1810.8601	-34.05	-270.86
44.042	44.083	1810.8601	1810.4702	-34.8	-276.53
44.083	44.124	1810.4702	1810.0803	-35.42	-280.52
44.124	44.166	1810.0803	1809.8624	-35.9	-285.52
44.166	44.207	1809.8624	1809.6891	-36.03	-287.33
44.207	44.248	1809.6891	1809.5158	-36.07	-287.15
44.248	44.289	1809.5158	1809.3425	-35.93	-284.97
44.289	44.33	1809.3425	1809.1692	-35.71	-281.62
44.33	44.371	1809.1692	1808.9963	-35.57	-280.74
44.371	44.412	1808.9963	1808.8404	-35.9	-283.39
44.412	44.453	1808.8404	1808.6844	-35.51	-280.7
44.453	44.495	1808.6844	1808.5284	-35.38	-281.43
44.495	44.536	1808.5284	1808.3725	-36.43	-287.17
44.536	44.577	1808.3725	1808.2165	-36.74	-289.84
44.577	44.618	1808.2165	1808.0606	-36.74	-291.94
44.618	44.659	1808.0606	1807.841	-36.98	-291.53
44.659	44.7	1807.841	1807.581	-36.91	-292.27
44.7	44.741	1807.581	1807.3211	-36.8	-290.81
44.741	44.782	1807.3211	1807.0612	-36.46	-288.33
44.782	44.824	1807.0612	1806.7615	-35.57	-284.13
44.824	44.865	1806.7615	1806.4496	-35.58	-279.75
44.865	44.906	1806.4496	1806.1376	-34.92	-275.18
44.906	44.947	1806.1376	1805.8911	-34.62	-271.77
44.947	44.988	1805.8911	1805.6961	-34.13	-269.31
44.988	45.003	1805.6961	1805.625	-34.03	-267.77
45.003	45.044	1805.625	1805.4388	-33.92	-267.06
45.044	45.086	1805.4388	1805.2527	-33.86	-266.32
45.086	45.127	1805.2527	1805.0665	-33.55	-266.67
45.127	45.169	1805.0665	1804.7607	-33.47	-263.34
45.169	45.21	1804.7607	1804.3884	-33.16	-260.95
45.21	45.252	1804.3884	1804.0161	-32.91	-257.72
45.252	45.293	1804.0161	1803.7625	-32.74	-255.7
45.293	45.335	1803.7625	1803.5143	-32.64	-255.5
45.335	45.376	1803.5143	1803.2661	-32.7	-257.39
45.376	45.418	1803.2661	1803.0179	-32.9	-259.19
45.418	45.459	1803.0179	1802.8273	-33.13	-263.42
45.459	45.5	1802.8273	1802.6411	-33.51	-264.82
45.5	45.542	1802.6411	1802.4549	-33.6	-264.34
45.542	45.583	1802.4549	1802.2688	-33.44	-264.48
45.583	45.625	1802.2688	1802.0826	-33.49	-262.35
45.625	45.666	1802.0826	1801.9172	-33.43	-263.59
45.666	45.708	1801.9172	1801.7682	-33.29	-262.17
45.708	45.749	1801.7682	1801.6193	-33.21	-262.86
45.749	45.791	1801.6193	1801.4704	-33.3	-262.33
45.791	45.832	1801.4704	1801.3215	-33.53	-264.57
45.832	45.874	1801.3215	1801.1725	-33.77	-267.28
45.874	45.915	1801.1725	1801.0236	-33.96	-269.05
45.915	45.957	1801.0236	1800.8747	-34.22	-271.52
45.957	45.998	1800.8747	1800.7257	-34.43	-273.22
45.998	46.033	1800.7257	1800.6	-34.58	-272.08
46.033	46.075	1800.6	1800.4392	-34.5	-274.62
46.075	46.116	1800.4392	1800.2784	-34.71	-274.28
46.116	46.158	1800.2784	1800.1175	-34.59	-275.79
46.158	46.2	1800.1175	1799.9459	-34.65	-275.22
46.2	46.242	1799.9459	1799.7449	-34.65	-274.8
46.242	46.283	1799.7449	1799.5438	-34.58	-273.49
46.283	46.325	1799.5438	1799.3428	-34.56	-274.37
46.325	46.367	1799.3428	1799.1418	-34.62	-273.93
46.367	46.409	1799.1418	1798.921	-34.73	-274.94
46.409	46.45	1798.921	1798.653	-34.41	-274.17
46.45	46.492	1798.653	1798.3849	-34.44	-274.07
46.492	46.534	1798.3849	1798.1169	-34.16	-271.03
46.534	46.575	1798.1169	1797.9175	-33.92	-267.06
46.575	46.617	1797.9175	1797.7713	-33.55	-265.51
46.617	46.659	1797.7713	1797.6251	-33.26	-261.43
46.659	46.701	1797.6251	1797.4789	-33.13	-260.1
46.701	46.742	1797.4789	1797.3327	-32.57	-260.48
46.742	46.784	1797.3327	1797.1865	-33.11	-261.37
46.784	46.826	1797.1865	1797.0403	-32.95	-260.57
46.826	46.868	1797.0403	1796.8544	-32.89	-261.94
46.868	46.909	1796.8544	1796.6534	-33.01	-261.07
46.909	46.951	1796.6534	1796.4523	-32.84	-260.79
46.951	46.993	1796.4523	1796.25	-32.73	-258.32
46.993	47.034	1796.25	1796.0389	-32.62	-258.22
47.034	47.075	1796.0389	1795.8032	-32.47	-255.84
47.075	47.117	1795.8032	1795.562	-32.32	-256.09
47.117	47.158	1795.562	1795.3207	-32.22	-255.85
47.158	47.199	1795.3207	1795.0795	-32.11	-254.56
47.199	47.24	1795.0795	1794.8113	-32.12	-253.03
47.24	47.281	1794.8113	1794.5298	-32.02	-252.29
47.281	47.323	1794.5298	1794.2484	-32.29	-256.31
47.323	47.364	1794.2484	1793.9752	-32.76	-259.82
47.364	47.405	1793.9752	1793.7641	-33.4	-265.28
47.405	47.446	1793.7641	1793.553	-33.76	-267.94
47.446	47.487	1793.553	1793.3419	-34.25	-271.75
47.487	47.528	1793.3419	1793.1308	-34.62	-274.5
47.528	47.57	1793.1308	1792.9198	-34.7	-275.32
47.57	47.611	1792.9198	1792.7087	-34.76	-274.44
47.611	47.652	1792.7087	1792.4976	-34.68	-274.89
47.652	47.693	1792.4976	1792.2865	-34.39	-269.86
47.693	47.734	1792.2865	1792.0754	-34.19	-269.03
47.734	47.776	1792.0754	1791.8449	-34.17	-268.94
47.776	47.817	1791.8449	1791.6037	-34.14	-267.67
47.817	47.858	1791.6037	1791.3624	-34.18	-269.08
47.858	47.899	1791.3624	1791.1212	-34.25	-268.46
47.899	47.933	1791.1212	1790.9229	-34.35	-270.53
47.933	47.993	1790.9229	1790.5714	-34.49	-271.64
47.993	48.034	1790.5714	1790.3395	-34.57	-271.6
48.034	48.076	1790.3395	1790.1075	-34.64	-272.29
48.076	48.117	1790.1075	1789.8547	-34.57	-272.84
48.117	48.158	1789.8547	1789.5841	-34.51	-273.06
48.158	48.2	1789.5841	1789.3135	-33.68	999999
48.2	48.241	1789.3135	1789.0428	-34.37	-272.63
48.241	48.282	1789.0428	1788.7722	-34.12	-270.81
48.282	48.323	1788.7722	1788.5015	-33.89	-267.8
48.323	48.365	1788.5015	1788.2309	-33.58	-265.85
48.365	48.406	1788.2309	1787.9603	-33.26	-263.65
48.406	48.447	1787.9603	1787.6896	-33.23	-263.2
48.447	48.489	1787.6896	1787.419	-33.17	-261.18
48.489	48.53	1787.419	1787.1483	-33.18	-262.94
48.53	48.571	1787.1483	1786.9185	-33.41	-263.6
48.571	48.613	1786.9185	1786.738	-33.57	-264.41
48.613	48.654	1786.738	1786.5576	-33.61	-265.48
48.654	48.695	1786.5576	1786.3772	-33.51	-263.12
48.695	48.736	1786.3772	1786.1968	-33.4	-261.08
48.736	48.778	1786.1968	1786.0163	-33.26	-260.67
48.778	48.819	1786.0163	1785.8154	-33.1	-261.31
48.819	48.86	1785.8154	1785.6124	-33.29	-262.54
48.86	48.902	1785.6124	1785.4094	-33.66	-265.47
48.902	48.943	1785.4094	1785.2064	-33.95	-267.94
48.943	48.985	1785.2064	1785	-34.3	-269.94
48.985	49.023	1785	1784.7865	-34.76	-274.44
49.023	49.062	1784.7865	1784.5729	-35.32	-279.51
49.062	49.1	1784.5729	1784.3594	-35.17	-277.03
49.1	49.138	1784.3594	1784.1459	-35.62	-281.27
49.138	49.176	1784.1459	1783.9053	-35.69	-282
49.176	49.215	1783.9053	1783.6063	-35.88	-283.02
49.215	49.253	1783.6063	1783.3074	-35.95	-283.45
49.253	49.291	1783.3074	1783.0084	-35.78	-283.74
49.291	49.329	1783.0084	1782.7579	-35.02	999999
49.329	49.368	1782.7579	1782.5088	-35.55	-280.07
49.368	49.406	1782.5088	1782.2596	-34.41	-270.31
49.406	49.444	1782.2596	1782.0105	-33.85	-264.78
49.444	49.482	1782.0105	1781.7137	-33.03	-257.63
49.482	49.521	1781.7137	1781.4147	-32.58	-253.75
49.521	49.559	1781.4147	1781.1158	-32.29	-253.23
49.559	49.597	1781.1158	1780.8982	-32.64	-254.57
49.597	49.635	1780.8982	1780.7322	-32.92	-258.41
49.635	49.674	1780.7322	1780.5661	-33.23	-260.88
49.674	49.712	1780.5661	1780.4	-33.39	-263.2
49.712	49.75	1780.4	1780.2339	-33.37	-264.68
49.75	49.788	1780.2339	1780.0678	-33.14	-264.42
49.788	49.827	1780.0678	1779.9116	-32.85	-259.62
49.827	49.865	1779.9116	1779.7621	-32.54	-257.47
49.865	49.903	1779.7621	1779.6126	-32.15	-253.78
49.903	49.948	1779.6126	1779.4385	-32.11	-252.94
49.948	49.992	1779.4385	1779.2633	-32.18	-252.73
49.992	50.037	1779.2633	1779.0841	-32.32	-254.96
50.037	50.081	1779.0841	1778.8415	-32.87	-257.54
50.081	50.126	1778.8415	1778.5428	-33.32	-261.47
50.126	50.17	1778.5428	1778.2441	-33.94	-267.51
50.17	50.215	1778.2441	1777.9454	-34.53	-273.02
50.215	50.259	1777.9454	1777.6467	-35.15	-277.65
50.259	50.304	1777.6467	1777.348	-35.34	-278.39
50.304	50.349	1777.348	1777.0493	-35.01	-275.58
50.349	50.393	1777.0493	1776.7862	-34.78	-273.43
50.393	50.438	1776.7862	1776.5302	-34.33	-269.98
50.438	50.482	1776.5302	1776.2742	-34.04	-267.86
50.482	50.527	1776.2742	1776.0182	-33.83	-265.28
50.527	50.571	1776.0182	1775.7621	-33.63	-263.72
50.571	50.616	1775.7621	1775.5061	-33.48	-263.37
50.616	50.661	1775.5061	1775.2501	-33.31	-262.28
50.661	50.705	1775.2501	1774.9931	-32.97	-259.73
50.705	50.75	1774.9931	1774.6944	-32.61	-258.07
50.75	50.794	1774.6944	1774.3957	-32.29	-254.64
50.794	50.839	1774.3957	1774.097	-31.8	-249.74
50.839	50.883	1774.097	1773.879	-31.7	-247.78
50.883	50.928	1773.879	1773.6998	-31.68	-246.84
50.928	50.972	1773.6998	1773.5205	-31.97	-250.16
50.972	51.017	1773.5205	1773.3413	-32.48	-253.94
51.017	51.077	1773.3413	1773.1	-33.33	-262.59
51.077	51.119	1773.1	1772.915	-34.3	-271.44
51.119	51.161	1772.915	1772.63	-34.47	-273.91
51.161	51.203	1772.63	1772.345	-34.6	-272.62
51.203	51.245	1772.345	1772.06	-34.37	-270.68
51.245	51.287	1772.06	1771.8125	-33.85	-265.86
51.287	51.328	1771.8125	1771.575	-33.26	-261.65
51.328	51.37	1771.575	1771.3375	-32.78	-257.11
51.37	51.412	1771.3375	1771.0999	-32.64	-256.56
51.412	51.454	1771.0999	1770.8349	-32.68	-256.3
51.454	51.496	1770.8349	1770.5499	-32.84	-258.52
51.496	51.538	1770.5499	1770.2649	-32.97	-260.92
51.538	51.58	1770.2649	1769.9888	-33.28	-262.02
51.58	51.622	1769.9888	1769.8305	-33.74	-265.26
51.622	51.664	1769.8305	1769.6722	-33.83	-266.66
51.664	51.706	1769.6722	1769.5138	-33.9	-268.72
51.706	51.748	1769.5138	1769.3555	-33.81	-267.12
51.748	51.79	1769.3555	1769.1971	-33.71	-264.66
51.79	51.831	1769.1971	1769.0388	-33.38	-262.96
51.831	51.873	1769.0388	1768.8207	-33.12	-259.21
51.873	51.915	1768.8207	1768.5832	-32.88	-257.2
51.915	51.957	1768.5832	1768.3457	-32.8	-257.1
51.957	51.999	1768.3457	1768.1082	-32.92	-258.68
51.999	52.041	1768.1082	1767.8448	-32.8	-260.79
52.041	52.077	1767.8448	1767.6	-33.59	-266.32
52.077	52.118	1767.6	1767.2582	-33.99	-270.11
52.118	52.158	1767.2582	1766.9303	-34.27	-271.8
52.158	52.199	1766.9303	1766.6454	-34.67	-275.88
52.199	52.239	1766.6454	1766.3605	-34.76	-275.22
52.239	52.28	1766.3605	1766.0757	-35	-275.85
52.28	52.32	1766.0757	1765.8207	-35.18	-278.56
52.32	52.361	1765.8207	1765.5765	-35.29	-279.65
52.361	52.402	1765.5765	1765.3323	-35.36	-280.19
52.402	52.442	1765.3323	1765.0882	-35.37	-279.97
52.442	52.483	1765.0882	1764.844	-35.32	-280.54
52.483	52.523	1764.844	1764.5998	-35.11	-278.61
52.523	52.564	1764.5998	1764.3557	-34.66	-274.38
52.564	52.604	1764.3557	1764.1115	-34.16	-272.24
52.604	52.645	1764.1115	1763.7678	-33.78	-268.66
52.645	52.686	1763.7678	1763.3405	-33.46	-265.13
52.686	52.726	1763.3405	1762.9132	-33.26	-263.48
52.726	52.767	1762.9132	1762.4859	-32.99	-259.33
52.767	52.807	1762.4859	1762.0586	-32.67	-258.05
52.807	52.848	1762.0586	1761.6313	-32.87	-258.67
52.848	52.888	1761.6313	1761.204	-32.74	-257.56
52.888	52.929	1761.204	1760.7766	-32.83	-257.72
52.929	52.979	1760.7766	1760.25	-32.93	-260.36
52.979	53.021	1760.25	1759.9183	-32.98	-261.89
53.021	53.062	1759.9183	1759.6367	-33.07	-260.57
53.062	53.104	1759.6367	1759.355	-32.76	-258.17
53.104	53.145	1759.355	1759.0733	-32.38	-255.24
53.145	53.187	1759.0733	1758.8264	-31.83	-250.97
53.187	53.229	1758.8264	1758.5916	-31.59	-248.15
53.229	53.27	1758.5916	1758.3569	-31.28	-245.45
53.27	53.312	1758.3569	1758.1222	-30.92	-242.97
53.312	53.353	1758.1222	1757.8649	-30.9	-242.61
53.353	53.395	1757.8649	1757.5833	-30.95	-242.37
53.395	53.437	1757.5833	1757.3016	-30.83	-243.63
53.437	53.478	1757.3016	1757.0199	-30.91	-242.92
53.478	53.52	1757.0199	1756.7382	-31.02	-242.66
53.52	53.561	1756.7382	1756.4566	-31.03	-243.74
53.561	53.603	1756.4566	1756.1749	-31.01	-242.96
53.603	53.644	1756.1749	1755.911	-31.02	-243.16
53.644	53.686	1755.911	1755.6763	-31.18	-243.37
53.686	53.728	1755.6763	1755.4415	-31.32	-244.91
53.728	53.769	1755.4415	1755.2068	-31.48	-246.11
53.769	53.811	1755.2068	1754.9761	-31.78	-249.35
53.811	53.852	1754.9761	1754.7749	-32	-252.29
53.852	53.894	1754.7749	1754.5737	-32.48	-256.14
53.894	53.924	1754.5737	1754.4286	-32.83	-258.72
53.924	53.965	1754.4286	1754.2056	-32.9	-260.2
53.965	54.006	1754.2056	1753.9757	-33.02	-261.67
54.006	54.046	1753.9757	1753.6636	-33.03	-261.43
54.046	54.087	1753.6636	1753.3515	-33	-259.36
54.087	54.128	1753.3515	1753.0393	-32.88	-259.77
54.128	54.169	1753.0393	1752.7727	-33.04	-261.62
54.169	54.209	1752.7727	1752.5125	-33.13	-261.54
54.209	54.25	1752.5125	1752.2524	-33.24	-262.73
54.25	54.291	1752.2524	1751.9942	-33.38	-262.31
54.291	54.332	1751.9942	1751.7992	-33.62	-263.4
54.332	54.373	1751.7992	1751.6041	-33.98	-267.69
54.373	54.413	1751.6041	1751.409	-34.19	-269.41
54.413	54.454	1751.409	1751.2139	-34.46	-272.3
54.454	54.495	1751.2139	1751.0188	-34.61	-274.36
54.495	54.536	1751.0188	1750.7985	-34.72	-274.79
54.536	54.577	1750.7985	1750.5756	-34.89	-274.93
54.577	54.617	1750.5756	1750.3526	-34.91	-274.9
54.617	54.658	1750.3526	1750.1297	-34.79	-273.61
54.658	54.699	1750.1297	1749.9275	-34.57	-271.95
54.699	54.74	1749.9275	1749.754	-34.26	-269.23
54.74	54.78	1749.754	1749.5806	-34	-268.82
54.78	54.821	1749.5806	1749.4072	-33.82	-267.05
54.821	54.862	1749.4072	1749.2339	-33.57	-265.94
54.862	54.917	1749.2339	1749	-33.32	-264.57
54.917	54.958	1749	1748.8142	-33.08	-261.88
54.958	55	1748.8142	1748.6284	999999	999999
55	55.041	1748.6284	1748.4425	-32.68	-258.71
55.041	55.083	1748.4425	1748.2567	-32.46	-257.8
55.083	55.124	1748.2567	1748.0709	-32.24	-255.71
55.124	55.166	1748.0709	1747.8194	-32	-252.84
55.166	55.207	1747.8194	1747.5274	-31.81	-250.02
55.207	55.248	1747.5274	1747.2353	-31.69	-251.23
55.248	55.29	1747.2353	1746.9504	-31.66	-250.14
55.29	55.331	1746.9504	1746.6949	-31.5	-249.65
55.331	55.373	1746.6949	1746.4394	-31.73	-251.4
55.373	55.414	1746.4394	1746.1839	-32.03	-251.78
55.414	55.456	1746.1839	1745.9182	-32.1	-254.78
55.456	55.497	1745.9182	1745.6261	-32.47	-256.36
55.497	55.539	1745.6261	1745.3341	-32.59	-258.72
55.539	55.58	1745.3341	1745.0421	-32.71	-260.4
55.58	55.621	1745.0421	1744.6502	-32.81	-259.69
55.621	55.663	1744.6502	1744.2413	-32.88	-261.63
55.663	55.704	1744.2413	1743.8325	-32.78	-260.93
55.704	55.746	1743.8325	1743.4237	-32.72	-258.65
55.746	55.787	1743.4237	1743.0149	-32.53	-257.04
55.787	55.829	1743.0149	1742.6717	-32.6	-255.89
55.829	55.87	1742.6717	1742.3311	-32.59	-256.12
55.87	55.89	1742.3311	1742.1667	-32.29	-256.56
55.89	55.931	1742.1667	1741.8819	-33.27	-264.03
55.931	55.972	1741.8819	1741.5972	-33.36	-264.84
55.972	56.013	1741.5972	1741.3125	-33.47	-265.79
56.013	56.054	1741.3125	1741.0278	-33.38	-267.3
56.054	56.095	1741.0278	1740.743	-33.52	-267.38
56.095	56.136	1740.743	1740.4583	-33.49	-266.98
56.136	56.177	1740.4583	1740.1736	-33.42	-266.87
56.177	56.218	1740.1736	1739.9167	-33.29	-266.56
56.218	56.259	1739.9167	1739.7031	-33.28	-266.58
56.259	56.3	1739.7031	1739.4896	-33.44	-266.5
56.3	56.341	1739.4896	1739.276	-33.35	-267.08
56.341	56.383	1739.276	1739.0625	-33.41	-267.21
56.383	56.424	1739.0625	1738.8274	-33.29	-264.46
56.424	56.465	1738.8274	1738.5833	-33.09	-264.22
56.465	56.506	1738.5833	1738.3393	-33.03	-264.33
56.506	56.547	1738.3393	1738.0952	-32.93	-261.45
56.547	56.588	1738.0952	1737.8263	-32.64	-259.78
56.588	56.629	1737.8263	1737.5416	-32.67	-259.18
56.629	56.67	1737.5416	1737.2569	-32.71	-258.59
56.67	56.711	1737.2569	1736.9762	-32.87	-259.13
56.711	56.752	1736.9762	1736.7321	-32.94	-259.11
56.752	56.793	1736.7321	1736.4881	-32.87	-259.63
56.793	56.834	1736.4881	1736.244	-32.78	-256.97
56.834	56.875	1736.244	1736	-32.72	-257.68
56.875	56.916	1736	1735.8009	-33.3	-263.37
56.916	56.957	1735.8009	1735.6018	-33.37	-264.31
56.957	56.998	1735.6018	1735.4028	-33.4	-263.63
56.998	57.039	1735.4028	1735.2037	-33.56	-265.45
57.039	57.08	1735.2037	1735.0046	-33.78	-265.96
57.08	57.121	1735.0046	1734.8055	-33.97	-268.78
57.121	57.162	1734.8055	1734.6065	-34.11	-269.79
57.162	57.203	1734.6065	1734.4074	-33.99	-268.32
57.203	57.244	1734.4074	1734.2083	-33.41	-263.13
57.244	57.285	1734.2083	1734.0092	-32.89	-259.51
57.285	57.326	1734.0092	1733.7153	-32.33	-252.32
57.326	57.368	1733.7153	1733.4166	-31.82	-249.6
57.368	57.409	1733.4166	1733.118	-31.51	-246.72
57.409	57.45	1733.118	1732.8452	-31.36	-246.79
57.45	57.491	1732.8452	1732.5893	-31.42	-247.19
57.491	57.532	1732.5893	1732.3333	-31.5	-248.9
57.532	57.573	1732.3333	1732.0773	-31.69	-250.8
57.573	57.614	1732.0773	1731.7499	-31.84	-250.63
57.614	57.655	1731.7499	1731.3916	-31.89	-251.25
57.655	57.696	1731.3916	1731.0333	-32.11	-253.01
57.696	57.737	1731.0333	1730.6749	-32.38	-255.53
57.737	57.778	1730.6749	1730.3166	-32.82	-259.8
57.778	57.819	1730.3166	1729.9652	-33.05	-261.03
57.819	57.86	1729.9652	1729.6667	-33.28	-262.68
57.86	57.901	1729.6667	1729.324	-33.39	-263.12
57.901	57.942	1729.324	1728.9775	-33.44	-263.91
57.942	57.983	1728.9775	1728.5663	-33.54	-264.75
57.983	58.024	1728.5663	1728.1551	-32.68	999999
58.024	58.065	1728.1551	1727.8577	-33.42	-262.89
58.065	58.105	1727.8577	1727.6292	-33.56	-263.84
58.105	58.146	1727.6292	1727.4008	-33.57	-264.33
58.146	58.187	1727.4008	1727.1723	-33	-263.56
58.187	58.228	1727.1723	1726.9158	-33.51	-263.54
58.228	58.269	1726.9158	1726.5731	-33.42	-262.29
58.269	58.31	1726.5731	1726.2304	-33.23	-260.94
58.31	58.351	1726.2304	1725.9387	-32.98	-259.56
58.351	58.392	1725.9387	1725.7518	-32.91	-258.72
58.392	58.433	1725.7518	1725.5649	-32.85	-258.49
58.433	58.474	1725.5649	1725.378	-32.78	999999
58.474	58.515	1725.378	1725.191	-32.7	-257.48
58.515	58.555	1725.191	1725.0041	-32.75	-257.42
58.555	58.596	1725.0041	1724.6649	-32.72	-257.02
58.596	58.637	1724.6649	1724.3222	-32.69	-256.56
58.637	58.678	1724.3222	1723.9795	-32.63	-257.08
58.678	58.719	1723.9795	1723.6368	-32.54	-256.57
58.719	58.76	1723.6368	1723.2941	-32.57	-255.37
58.76	58.815	1723.2941	1722.8571	-32.59	-256.18
58.815	58.856	1722.8571	1722.5732	-32.7	-256.75
58.856	58.897	1722.5732	1722.2892	-32.87	-258.79
58.897	58.938	1722.2892	1722.0052	-33.17	-262.84
58.938	58.979	1722.0052	1721.6097	-33.37	-264.34
58.979	59.02	1721.6097	1721.2121	-33.55	-266.71
59.02	59.061	1721.2121	1720.8675	-33.64	-266.8
59.061	59.102	1720.8675	1720.5836	-33.52	-266.75
59.102	59.143	1720.5836	1720.2996	-33.52	-265.66
59.143	59.184	1720.2996	1720.0156	-33.46	-264.18
59.184	59.225	1720.0156	1719.6869	-33.48	-264.4
59.225	59.266	1719.6869	1719.3556	-33.22	-263.81
59.266	59.307	1719.3556	1719.0242	-33.55	-263.58
59.307	59.348	1719.0242	1718.6315	-33.58	-266.73
59.348	59.389	1718.6315	1718	-33.72	-267.11
